set_num,name,year,theme_id,num_parts
242.1-1,6 International Flags -1-,1963,371,6
242-2,5 Danish Flags,1958,371,5
242.2-1,6 International Flags -2-,1963,371,6
242.3-1,6 International Flags -3-,1963,371,6
242A-1,"International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",1961,371,5
242B-1,"International Flags - Britain, France, Austria, Portugal, LEGO",1961,371,5
242I-1,International Flags,1958,371,5
245-1,Lighting Device Pack,1958,371,3
245-2,Two Santas and Tree,1978,227,39
246-2,Santa with Sleigh and Reindeer,1977,227,68
248-2,Factory With Conveyor Belt,1971,416,208
250-1,Idea Book 250,1987,497,1
250-3,Aeroplane and Pilot,1974,364,89
251-1,Windmill with Miller and his Wife,1974,364,90
252-1,Locomotive with Driver & Passenger,1974,364,115
253-2,Helicopter and Pilot,1975,364,49
254-1,Family,1975,364,94
255-2,Farming Scene,1975,364,120
256-1,Police Officers and Motorcycle,1976,364,85
258-1,Zoo with Baseboard,1976,364,472
260-3,Complete Living Room Set,1971,405,177
261-1,Bathroom,1979,405,179
261-4,Complete Kitchen Set,1971,405,157
2617-1,Tow Truck,1989,504,4
262-2,Complete Children's Room Set,1972,405,259
263-1,Kitchen Set,1974,405,173
2636-1,Tow Truck,1984,504,2
264-1,Living Room Set,1974,405,241
2649-1,Sea Explorer,1984,504,41
265-1,Bathroom,1974,405,147
266-1,Child's Bedroom,1974,405,147
268-1,Family Room,1979,405,251
269-1,Kitchen,1979,405,210
2-7,Basic Set,1973,469,139
270-2,"Grandfather Clock, Chair and Table",1973,405,46
271-1,Baby's Cot and Cabinet,1973,405,48
271-2,Traffic Police Set,1958,372,6
27-2,Train Contact Bricks,1977,456,2
272-1,Dressing Table with Mirror,1973,405,31
273-1,Bureau,1973,405,23
274-1,Colour T.V. and Chair,1974,405,45
275-1,Table and Chairs,1974,405,63
276-1,Doctor's Office,1977,405,94
277-1,Fireplace,1977,405,86
278-1,Television Room,1978,405,107
2-8,Medium House Set,1970,433,109
280-1,"Sloping Roof Bricks, Red",1958,371,14
280-2,"Sloping Roof Bricks, Blue",1958,371,14
28-1,Train Contact Plate with Cables,1977,456,2
281-1,"1 x 2 and 3 x 2 Sloping Bricks, Red",1959,371,21
281-2,"1 x 2 and 3 x 2 Sloping Bricks, Blue",1959,371,21
282-1,"2 x 2 Sloping Roof Bricks, Red",1958,371,22
282-2,"2 x 2 Sloping Roof Bricks, Blue",1958,371,22
283-1,"Sloping Ridge and Valley Bricks, Red",1957,371,20
283-2,"Sloping Ridge and Valley Bricks, Blue",1957,371,20
290-2,Dining Suite,1973,405,113
29-1,4.5V Motor,1977,453,1
291-1,Blackboard and School Desk,1973,405,88
292-1,Kitchen Sink and Cupboards,1973,405,51
293-1,Piano,1973,405,89
294-1,Wall Unit,1974,405,58
295-1,Secretary's Desk,1974,405,80
296-1,Ladies' Hairdressers,1977,405,163
297-1,Nursery,1978,405,168
300-1,T-Junction Road Plates,1978,84,2
30-1,Universal Building Set,1976,469,200
301-1,Curved Road Plates,1978,84,2
30-2,Small Ship Set,1973,433,26
302-1,Straight Road Plates (without crosswalk),1983,84,2
302-2,Straight Road Plates (with crosswalk),1978,84,2
303-1,Basic Building Set,1987,467,33
303-2,Aeroplane,1964,374,46
304-1,Basic Building Set,1985,467,31
304-2,Tractor & Trailer,1964,375,82
305-1,Two Crater Plates,1979,143,2
305-2,Fire Engine,1964,376,170
306-1,Two Lunar Landing Plates,1979,143,2
306-2,VW Garage,1958,372,45
307-2,VW Auto Showroom,1958,372,51
308-1,Bracelet Sympathy,1979,404,40
308-2,Basic Building Set,1985,467,34
308-3,Fire Station,1958,372,109
309-1,Bracelet Spring,1979,404,38
309-2,Church,1958,372,149
310-3,Tug,1973,363,45
310-4,Basic Building Set,1985,467,46
310-5,ESSO Filling Station,1958,372,96
311-1,Ferry,1973,363,82
311-3,Basic Set,1984,469,34
311-4,Airplanes,1961,374,79
31-2,Medium Ship Set,1973,453,21
312-3,Tanker,1973,363,111
312-4,Boats,1961,377,107
313-1,London Bus,1966,378,140
314-1,Police Boat,1976,363,52
314-2,Large & Small Wheels & Turn-Table,1963,379,35
315-2,Container Transport,1976,363,84
315-3,European Taxie,1963,378,48
316-1,Fire Fighter Ship,1978,363,141
316-2,Farm Tractor,1963,375,49
317-1,Truck,1963,378,125
317-2,Basic Building Set,1987,467,68
318-1,Windmill Set,1963,367,153
319-1,Truck with Trailer,1965,378,74
320-1,Basic Building Set,1985,467,78
320-2,Airplane,1965,374,120
321-1,Clowns,1965,366,223
32-2,Large Ship Set,1973,433,57
322-1,Basic Set,1981,469,82
322-2,Town House,1964,367,171
322-3,Basic Building Set + Storage Case,1983,469,2
323-1,Train,1964,380,253
324-1,Ricky Racoon on his Scooter,1979,390,2
324-2,House with Garage,1964,367,174
325-2,Percy Pig's Wheelbarrow,1979,390,4
325-3,Shell Service Station,1966,367,101
326-1,Small Cottage,1965,367,63
327-1,Basic Building Set,1987,467,107
328-1,Moe Mouse's Roadster,1979,390,23
328-2,Biplane,1967,374,44
329-1,Antique Car,1967,378,111
329-2,Bernard Bear and Pickup Truck,1979,390,27
330-1,Basic Building Set,1985,467,158
330-2,Gas Station,1978,364,211
330-3,Jeep,1968,378,65
331-1,Dump Truck,1967,381,45
332-1,Tow Truck,1967,378,56
333-1,Basic Set,1981,469,100
333-2,Delivery Truck,1967,382,68
334-1,Truck with Flatbed,1967,382,72
335-2,Transport Truck,1967,382,99
336-1,Fire Engine,1968,376,76
337-1,Basic Building Set,1987,467,225
337-2,Truck with Crane and Caterpillar Track,1969,381,92
338-1,Ambulance,1970,420,74
338-2,Blondi the Pig and Taxi Station,1979,390,33
3-4,Basic Set,1973,469,191
340-1,Basic Building Set,1985,467,220
340-2,Fire Trucks,1978,364,277
340-3,Railroad Control Tower,1968,367,74
341-1,Warehouse,1968,367,123
341-2,Cathy Cat's & Morty Mouse's Cottage,1979,390,115
342-1,Station,1968,367,191
343-1,Train Ferry,1968,377,147
344-1,Bungalow,1969,413,77
344-2,Service Station,1979,390,84
345-1,House with Mini Wheel Car,1969,413,132
346-1,Jumbo Jet,1970,412,117
346-2,House with Car,1969,413,167
347-1,Fire Station with Mini Cars,1970,417,205
347-2,Basic Building Set,1987,467,330
347-3,Doc David's Hospital,1979,391,100
348-1,Garage with Automatic Doors,1971,413,38
349-1,Swiss Chalet,1971,413,81
350-1,Spanish Villa,1971,413,126
350-2,Basic Building Set,1985,467,315
350-3,Town Hall with Leonard Lion & Friends,1979,390,134
35-1,Screws for Motor Case,1977,443,2
351-1,Loader Hopper with Truck,1971,416,170
352-1,Windmill and Lorry,1972,413,142
353-1,Terrace House with Car and Garage,1972,413,153
354-1,Police Heliport,1972,421,173
355-1,Town Center Set with Roadways,1972,413,332
355-2,Basic Set,1981,469,160
356-1,Swiss Villa,1973,413,150
356-2,Basic Building Set with Storage Case,1987,467,331
357-1,Fire Station,1973,417,236
358-1,Rocket Base,1973,422,276
359-1,Environment Plate,1972,473,1
3-6,Medium House Set,1970,433,158
360-1,Gravel Quarry,1974,416,211
3601-1,Elton Elephant,1981,390,7
3602-1,Bianca Lamb and Stroller,1980,390,4
3603-1,Boris Bulldog and Mailbox,1981,392,4
3604-1,Marc Monkey and Wheelbarrow,1980,390,4
3605-1,Ricky Racoon and his Scooter,1980,390,2
361-1,Tea Garden Cafe with Baker's Van,1974,413,214
361-2,Garage,1979,85,79
3615-1,Percy Pig's Wheelbarrow,1981,390,4
362-1,Windmill,1975,413,211
3622-1,Rowboat,1988,393,14
3623-1,Beauty Salon,1988,390,25
3624-1,Flower Car,1985,390,27
3625-1,Aeroplane,1985,394,9
3626-1,Roger Raccoon's Sports Car,1983,390,17
3627-1,Bonnie Rabbit's Flower Truck,1983,390,24
3628-1,Perry Panda & Chester Chimp,1981,390,5
3629-1,Barney Bear,1981,390,17
3630-1,Sports Airplane,1984,394,9
363-1,Hospital with Figures,1975,420,229
3631-1,Orchestra,1985,390,27
3633-1,Motor Boat,1986,393,14
3634-1,Charlie Crow's Carry-All,1980,390,18
3635-1,Bonnie Bunny's Camper,1981,390,31
3636-1,Bedroom,1987,390,21
3637-1,Gertrude Goat's Painter's Truck,1983,390,15
3638-1,Buster Bulldog's Fire Engine,1983,395,17
3639-1,Police Car,1984,396,12
364-1,Harbour Scene,1975,419,515
3641-1,Car & Camper,1985,390,25
3642-1,Fire Engine,1985,395,18
3643-1,Police Car,1985,396,12
3644-1,Mayor's Car,1986,390,11
3645-1,Classroom,1987,390,26
3646-1,Kitchen,1988,390,54
3647-1,School Room,1989,390,44
365-1,Wild West Scene,1975,397,591
3654-1,Country Cottage,1982,390,44
3659-1,Play Ground,1987,390,17
3660-1,Fisherman's Cottage,1985,390,28
366-1,Basic Set,1981,469,184
3662-1,Bus,1987,390,33
3663-1,Max Mouse's Carousel,1989,390,22
3664-1,Police Station,1984,396,63
3665-1,Ice Cream with Scooter,1980,390,38
3666-1,Petrol Station,1982,390,29
3667-1,Bakery,1982,390,63
3668-1,Merry-Go-Round,1986,390,48
3669-1,Fire & Police Station,1982,390,32
3670-1,Service Station,1984,390,54
367-1,Moon Landing,1975,422,363
3671-1,Airport,1984,394,55
3672-1,Hotel / Restaurant,1982,390,60
3673-1,Steamboat,1985,393,64
3674-1,Bonnie Bunny's New House,1987,390,41
3675-1,General Store,1987,390,106
3676-1,Catherine Cat's Fun Park,1989,390,42
3678-1,The Fabuland House,1982,390,114
3679-1,Mill with Shop,1986,390,80
3680-1,Camping Caravan,1988,390,24
368-1,Taxi Station,1976,413,157
3681-1,Amusement Park,1985,390,104
3682-1,Fire Station,1987,395,153
3683-1,Amusement Park,1988,390,91
369-1,Coast Guard Station,1976,415,273
370-1,Police Headquarters,1976,421,300
3701-1,Fisherman Cornelius Cat,1982,390,3
3703-1,Peter Pig the Cook,1982,390,3
3704-1,Marjorie Mouse,1982,390,3
3706-1,Elmer Elephant,1982,390,3
3707-1,Clover Cow,1982,390,3
3708-1,Rufus Rabbit,1982,390,4
3709-1,"Henry Horse, Carpenter",1983,390,3
3710-1,Peter Panda Takes a Bath,1983,390,3
371-1,Tipper Truck,1971,416,47
3711-1,Pierre Pig and His Tuba,1984,390,5
371-2,Motorized Truck Set,1967,301,314
3712-1,Robby Rabbit and Accordion,1984,390,5
371-3,Seaplane,1977,412,115
3713-1,Drummer Gabriel Monkey,1984,390,8
3714-1,Bricklayer Oscar Orangutan,1985,390,7
3715-1,Flower Stand,1985,390,20
3716-1,Office,1985,390,9
3717-1,Fisherman,1985,390,10
3718-1,Small Cafe,1986,390,5
3719-1,Bus Stop,1987,390,5
372-1,Texas Rangers,1977,397,248
3721-1,Clive Crocodile on Skateboard,1988,390,11
372-2,Tow Truck,1971,397,53
373-1,Offshore Rig with Fuel Tanker,1977,418,459
373-2,Ambulance,1971,420,65
374-1,Fire Station,1978,74,334
374-2,Fire Engine,1971,417,73
375-2,Castle,1978,189,776
375-3,Refrigerator Truck and Trailer,1971,397,127
376-1,Low-Loader with Excavator,1971,416,91
376-2,Town House with Garden,1978,69,244
377-1,Shell Service Station,1978,76,190
377-2,Crane with Float Truck,1971,416,90
378-1,Tractor,1972,397,36
3781-1,Maximillian Mouse,1982,390,5
3782-1,Photographer Patrick Parrot,1982,390,5
3784-1,Hugo Hog the Tinker,1982,390,5
3786-1,Buzzy Bulldog the Postman,1982,392,7
3787-1,"Hannah Hippopotamus, Gardener",1983,390,13
3788-1,Paulette Poodle's Living Room,1983,390,15
3789-1,Police Motorcycle,1984,396,7
379-1,Bus Station,1979,85,177
3791-1,William Walrus,1984,390,7
379-2,Car and Caravan,1972,397,93
3792-1,Bedroom,1985,390,16
3793-1,Buzzy Bulldog's Mailbox,1985,392,11
3794-1,Police Motorcycle,1985,396,16
3795-1,Kitchen,1985,390,26
3796-1,Small Bakery,1986,390,31
3797-1,Fire Chief Barty Bulldog,1987,395,9
3798-1,Hanna's Garden,1988,390,25
3-8,Mini-Wheel Model Maker No. 3,1971,423,65
380-1,Village Set,1971,413,7
381-1,Lorry and Fork Lift Truck,1973,416,86
381-2,Police Headquarters,1979,80,372
382-1,Breakdown Truck and Car,1973,397,91
383-1,Truck with Excavator,1973,416,102
383-2,Knight's Tournament,1979,189,210
384-1,London Bus,1973,397,110
385-1,Jeep CJ-5,1976,397,58
386-1,Helicopter and Ambulance,1976,420,142
387-1,Excavator and Dumper,1976,416,159
390-1,Helicopter,1986,467,24
390-2,1913 Cadillac,1975,404,199
39-1,Motor Gearbox,1977,443,1
391-1,1926 Renault,1975,404,236
391-2,Police Car,1986,467,22
392-1,Formula 1,1975,404,196
392-2,Fire Engine,1986,467,30
393-1,Norton Motorcycle,1976,404,133
393-2,Tow Truck,1986,467,29
394-1,Harley-Davidson 1000cc,1976,404,142
395-1,1909 Rolls-Royce,1976,404,283
396-1,Thatcher Perkins Locomotive,1976,404,433
398-1,U.S.S. Constellation,1978,404,973
400-1,Universal Building Set,1977,469,317
400-3,Small Wheels with Axles (The Building Toy),1966,371,12
400-4,Small Wheels with Axles (System),1963,371,12
4005-1,Tug Boat,1982,363,65
40-1,Universal Building Set,1976,469,293
4010-1,Police Rescue Boat,1987,363,82
401-2,Large Wheels with Axles (The Building Toy),1966,371,7
401-3,Large Wheels with Axles (System),1964,371,7
4015-1,Freighter,1982,363,80
4020-1,Fire Fighting Boat,1987,363,206
402-1,Universal Building Set,1977,469,401
402-2,White Turntables,1964,371,5
402-3,White Turntables,1966,371,5
4025-1,Fire Boat,1982,363,150
4030-1,Cargo Carrier,1987,363,323
403-2,Train Couplers and Wheels (The Building Toy),1967,371,12
403-3,Train Couplers and Wheels (System),1966,371,12
404-1,Universal Building Set,1977,469,471
404-3,Wheels for Motor (The Building Toy),1967,371,12
404-4,Wheels for the Motor (System),1967,371,12
409-1,38 Slimbricks Assorted Sizes (The Building Toy),1965,371,114
410-1,Payloader,1973,416,28
41-1,Train Wagon Wheels in Red,1977,456,4
414-3,"Windows Parts Pack, Red (The Building Toy)",1966,371,10
414-4,"Windows Parts Pack, White (The Building Toy)",1966,371,10
414-5,"Windows Parts Pack, Red (System)",1966,371,10
414-6,"Windows Parts Pack, White (System)",1966,371,10
415-1,5 Sixteens and 4 Twenties (System),1966,371,27
416-1,4 Sixteens 2 Twenties (The Building Toy),1966,371,18
417-3,Cornerbricks (The Building Toy),1966,371,10
417-4,Cornerbricks (System),1966,371,20
418-2,2 x 4 Bricks (The Building Toy),1966,371,65
418-3,2 x 4 Bricks (System),1966,371,126
419-2,2 x 3 Bricks (The Building Toy),1966,371,75
419-3,2 x 3 Bricks (System),1966,371,150
420-1,Police Car,1973,421,19
420-3,2 x 2 Bricks (The Building Toy),1966,371,100
420-4,2 x 2 Bricks (System),1966,371,198
42-1,Motor Case / Lower Part,1977,443,1
421-1,1 x 2 Bricks,1966,371,176
421-2,2 eights 2 sixes 2 fours 8 twos 6 ones (The Building Toy),1966,371,20
422-1,"1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks",1966,371,28
423-3,Curved and Round Bricks (The Building Toy),1966,371,84
425-1,Fork Lift,1976,416,21
426-1,7 Named Beams (The Building Toy),1966,371,7
427-1,8 Plates 2 x 8 (The Building Toy),1966,371,8
428-1,5 Plates 4 x 8 (The Building Toy),1966,371,5
429-1,4 Plates 6 x 8 (The Building Toy),1966,371,4
4-3,Basic Set,1973,469,234
430-1,Biplane,1975,412,18
430-2,Six Trees and Bushes (The Building Toy),1966,371,6
4306-1,Rings,1980,404,15
431-1,Gas Station (The Building Toy),1966,371,13
432-1,Road Signs (The Building Toy),1966,371,8
433-1,6 Street Lamps with Curved Top (The Building Toy),1966,371,6
4336-1,Picture Frame and Mirror,1980,279,48
434-1,50 lettered bricks (The Building Toy),1966,371,50
435-1,Tipper Truck,1976,416,23
435-2,Garage Plate and Door (The Building Toy),1966,371,3
437-1,50 numbered bricks (The Building Toy),1966,371,50
4-4,Large House Set,1970,433,218
442-1,Space Shuttle,1979,130,39
442A-1,6 International Flags (The Building Toy),1971,371,6
442B-1,6 International Flags (The Building Toy),1971,371,6
445-1,Police Units,1976,421,49
445-2,Lighting Device Pack (The Building Toy),1966,371,3
445A-1,Lighting Device Pack with Improved Plugs (The Building Toy),1970,371,8
450-1,Fork Lift,1973,416,42
451-1,"1 x 6 x 3 Window, Red or White",1966,371,12
452-1,Mobile Ground Tracking Station,1979,130,79
452-2,"1 x 6 x 2 Window, Red or White",1966,371,16
453-1,Two Crater Plates,1979,143,2
453-2,"1 x 6 x 2 Shuttered Windows, Red or White",1966,371,16
454-1,Two Lunar Landing Plates,1979,143,2
454-2,"1 x 4 x 2 Window, Red or White",1966,371,18
455-1,Lear Jet,1976,412,45
455-2,"1 x 3 x 2 Window, Red or White",1966,371,24
456-1,Spirit of St. Louis,1977,412,49
456-2,"1 x 2 x 2 Window, Red or White",1966,371,30
457-1,"1 x 1 x 2 Window, Red or White",1966,371,38
458-1,"1 x 2 x 1 Window, Red or White",1966,371,38
459-1,"1 x 1 x 1 Window, Red or White",1966,371,40
460-1,Rescue Units,1973,420,36
460-2,"1 x 2 x 3 Door, Red or White",1966,371,26
462-1,Mobile Rocket Launcher,1979,130,77
462-2,"2 x 8 Plates, White",1966,371,16
463-1,"4 x 8 Plates, White",1966,371,8
464-1,"6 x 8 Plates, White",1966,371,6
470-1,"1 x 1, 1 x 2, 2 x 2, 2 x 3, 2 x 4 Plates (System)",1966,371,273
471-1,Tiles (System),1966,371,156
480-1,Rescue Helicopter,1975,417,62
480-4,"Slopes and Slopes Double 2 x 4, Red (The Building Toy)",1966,371,14
480-5,"Slopes and Slopes Double 2 x 4, Blue (The Building Toy)",1966,371,14
480-6,"Slopes and Slopes Double 2 x 4, Red (System)",1966,371,23
480-7,"Slopes and Sloped Double 2 x 4, Blue (System)",1966,371,23
481-3,"Slopes and Slopes Double 2 x 3 and 2 x 1, Red (The Building Toy)",1966,371,21
481-4,"Slopes and Slopes Double 2 x 3 an 2 x 1, Blue (The Building Toy)",1966,371,21
481-5,"Slopes Regular, Double, Angle, Valley and Corner, Red (System)",1966,371,34
481-6,"Slopes Regular, Double, Angle, Valley and Corner, Blue (System)",1966,371,34
482-3,"Slopes and Slopes Double 2 x 2, Red (The Building Toy)",1966,371,22
482-4,"Slopes and Slopes Double 2 x 2, Blue (The Building Toy)",1966,371,22
483-1,Alpha-1 Rocket Base,1979,130,187
483-4,"Angle, Valley and Corner Slopes, Red (The Building Toy)",1966,371,20
483-5,"Angle, Valley and Corner Slopes, Blue (The Building Toy)",1966,371,20
485-1,Fire Truck,1976,417,60
485-2,Lighting Brick (System),1966,371,4
487-1,Space Cruiser,1979,130,172
487-2,1 x 1 Bricks with Numbers (System),1966,371,44
488-1,1 x 1 Bricks with Letters (System),1966,371,44
489-1,Traffic Signs,1966,371,14
490-1,Mobile Crane,1975,416,46
490-2,Trees and Bushes,1966,371,9
491-1,Formula 1 Racer,1977,397,67
491-2,"Shell Station Brick and Sign, 6 Named Beams",1966,371,20
492-1,Truck & Payloader,1977,416,59
492-2,Nordic and American Flags,1966,371,8
493-1,Space Command Center (Flatplate version),1979,130,193
493-2,European Flags,1966,371,8
493-3,Space Command Center (Craterplate version),1979,130,177
494-1,"Gates and Fence, Red (System)",1967,371,17
494-2,"Gates and Fence, White (The Building Toy)",1967,371,17
497-1,Galaxy Explorer,1979,130,342
5000-1,Replacement 4.5V Motor,1987,443,1
5001-1,Wheel Bushes for 4.5V Basic Motor,1987,443,4
5002-1,Rubber Chain Tracks,1987,443,2
5003-1,"Light Bricks, 4.5V",1987,443,2
5004-1,Keys for Windup Motor,1987,443,2
5005-1,Battery Box 4.5V,1987,443,1
5006-1,Replacement 2-Piece Battery Motor Housing,1987,443,2
5007-1,Basic Motor 4.5V,1987,443,1
50-1,Universal Building Set,1976,469,390
501-3,JUMBO Pull Toy,1966,369,9
502-2,Pre-School Medium Set,1968,369,8
503-1,Basic Building Set,1987,467,39
5031-1,"Propellers, Wheels, Rotor Unit",1987,443,15
503-2,Pre-School Large Set,1968,369,16
5032-1,Jack,1987,443,1
5033-1,1x4 Lighing Brick and 4 Colour Globes,1987,443,5
5034-1,1x2 Lighting Brick and 4 Colour Globes,1987,443,5
5035-1,"Town Siren, 2 x 2",1987,443,1
5036-1,"Space Siren, 2 x 2",1987,443,1
5037-1,Current Carrying Plates,1988,443,9
5038-1,9V Battery Box,1988,443,1
5039-1,Monorail Stop / Reverse Switch,1987,443,3
5040-1,Monorail 9V Motor,1988,443,1
504-1,Basic Building Set,1985,467,41
5041-1,Wire for 9V (9cm),1988,453,1
5061-1,"Connector Leads, 75cm and 25cm",1987,456,6
5062-1,Shunting Trip Posts and Signal,1987,456,4
5063-1,Power Supply Rail,1987,456,1
5064-1,Locomotive Wheels,1987,456,8
5065-1,3m Wiring and Two-Way Plug,1987,443,11
5066-1,Magnetic Train Coupler,1987,456,6
5067-1,"Rubber Wheel Rims, Grey",1987,456,8
5068-1,Motor Frame and Coupling,1987,456,5
5069-1,12V Lighting Bricks,1987,443,2
5070-1,"Wheel Sets, Black",1987,456,2
507-1,Basic Building Set,1987,467,60
5071-1,"Wheel Sets, Large, Red",1987,456,2
5072-1,"Wagonplate, 6 x 28 Studs",1987,456,1
5073-1,Light Transmitting Elements for Train Sets,1987,456,7
5074-1,"Bogie Plates, Black",1987,456,2
5075-1,"Battery Tender, Red",1987,456,2
5076-1,Plates 2 x 8,1989,443,8
5077-1,Sliding Gates and Rails,1987,443,6
5079-1,Change-Over Unit,1989,456,1
5080-1,Remote Control for Switch,1989,456,1
508-1,Basic Building Set,1985,467,66
5081-1,Remote Control for Signal,1989,456,1
5082-1,Flash Light Unit,1989,456,1
5083-1,Remote Control for Crossing,1989,456,1
5084-1,12V Light Brick,1989,443,1
5085-1,Power Supply Rail with Socket,1989,456,1
509-1,38 Slimbricks Assorted Sizes,1965,371,228
5100-1,TECHNIC Battery Box,1987,453,1
510-1,Basic Building Set,1985,467,102
5101-1,4.5v TECHNIC Motor,1987,453,1
510-2,Tiles,1965,371,156
5102-1,"Pneumatic Tube, 60 cm and 100 cm",1987,453,2
5103-1,"Pneumatic Spring Cylinder, 48 mm",1987,453,1
5104-1,"Pneumatic Cylinder, 48 mm",1987,453,1
5105-1,"Pneumatic Cylinder, 64 mm",1987,453,1
5106-1,Two-Way Valve and Non-Return Valve,1987,453,2
5108-1,Pneumatic Piston 2 Cylinder,1989,453,1
5109-1,Pneumatic Tubes and Pieces,1989,453,6
5110-2,"Cross Axles, Nuts",1989,453,26
5112-1,"Lifting Grabs, Crane Hook",1987,453,3
5113-1,TECHNIC Airscrew,1987,453,1
5140-1,"Bricks, Red",1987,443,62
5141-1,"Bricks, Blue",1987,443,62
5142-1,"Bricks, White",1987,443,62
5143-1,"Bricks, Yellow",1987,443,62
5144-1,"Bricks, Black",1987,443,62
5145-1,"Bricks, Gray",1987,443,62
5146-1,"Plates, Blue",1987,443,42
5147-1,"Plates, Red",1987,443,42
5148-1,Wheels,1987,443,40
5149-1,Doors and Windows,1987,443,38
5151-1,"Roof Bricks, Red, 45 Degrees",1987,443,59
5152-1,"Roof Bricks, Red, 25 Degrees",1987,443,60
5161-1,Inverted Slope Bricks,1987,443,16
5162-1,Fences and Gates,1987,443,10
5163-1,"Turntables, 4 x 4 and 2 x 2",1987,443,8
5167-1,"Hinges, Tilt Bearings",1987,443,16
5168-1,Digger Bucket Assembly,1987,443,4
5169-1,Crane Set Assembly,1987,443,7
517-1,Basic Building Set,1987,467,123
5171-1,Decorated Elements,1987,443,28
5172-1,Rocket Stages,1987,443,30
5173-1,Space Jet & Wings,1987,452,19
5174-1,Wheels and Bearings,1987,443,28
5175-1,Space Elements,1987,452,26
5176-1,Transparent Bricks,1987,443,19
5177-1,Town and Space Accessories,1987,443,35
5178-1,Plane Accessories,1987,443,23
5179-1,Hinges and Couplings,1987,443,26
5180-1,"T-Junction, Circle (Airport)",1987,454,2
518-1,2 x 4 Plates (cardboard box version),1962,371,192
518-10,2 x 4 Plates - Blue (architectural hobby und modelbau version),1962,252,26
518-11,2 x 4 Plates - Light Gray (architectural hobby und modelbau version),1962,252,26
5181-1,"Runways, Straight (Airport)",1987,454,2
518-12,2 x 4 Plates - Red (architectural hobby und modelbau version),1962,252,26
518-13,2 x 4 Plates - Trans-Clear (architectural hobby und modelbau version),1962,252,26
518-14,2 x 4 Plates - White (architectural hobby und modelbau version),1962,252,26
518-15,2 x 4 Plates - Yellow (architectural hobby und modelbau version),1962,252,26
5182-1,Hinges and Couplings,1989,443,19
5183-1,Hinges and Couplings,1989,443,32
5184-1,Castle Equipment,1989,447,38
5185-1,Dustbins with Lids,1989,443,8
5186-1,Fence,1989,443,10
5187-1,Bricks with Groove and Garage Panels,1989,443,26
5188-1,"Seats, Steering Wheels and Windscreens",1989,443,10
518-9,2 x 4 Plates - Black (architectural hobby und modelbau version),1962,252,26
5189-1,Ladder (Black and Grey),1989,443,16
5190-1,Seats and Windscreens,1989,443,7
519-1,2 x 3 Plates (cardboard box version),1962,371,240
519-10,2 x 3 Plates - Blue (architectural hobby und modelbau version),1962,252,32
519-11,2 x 3 Plates - Light Gray (architectural hobby und modelbau version),1962,252,32
5191-1,Balloon Tires,1989,443,4
519-12,2 x 3 Plates - Red (architectural hobby und modelbau version),1962,252,32
519-13,2 x 3 Plates - Trans-Clear (architectural hobby und modelbau version),1962,252,32
519-14,2 x 3 Plates - White (architectural hobby und modelbau version),1962,252,32
519-15,2 x 3 Plates - Yellow (architectural hobby und modelbau version),1962,252,32
5192-1,Cypress Trees,1989,443,2
5193-1,Sloping Frames,1989,443,6
5194-1,"Hinge Plate, Fork-Lift",1989,443,3
5195-1,Assorted Arches,1989,443,6
5196-1,"Crane, Crane Hooks and Ladders",1989,443,5
5197-1,"Lampholders, Plate with Holders",1989,443,24
5198-1,"Small Plates, Disks and Cones",1989,443,56
519-9,2 x 3 Plates - Black (architectural hobby und modelbau version),1962,252,32
5199-1,Mini Antennas and Stick,1989,443,32
5200-1,Signal Masts and Feet,1987,456,8
520-1,2 x 2 Plates - Black (cardboard box version),1962,371,40
520-10,2 x 2 Plates - Blue (architectural hobby und modelbau version),1962,252,42
520-11,2 x 2 Plates - Light Gray (architectural hobby und modelbau version),1962,252,42
520-12,2 x 2 Plates - Red (architectural hobby und modelbau version),1962,252,42
520-13,2 x 2 Plates - Trans-Clear (architectural hobby und modelbau version),1962,252,42
520-14,2 x 2 Plates - White (architectural hobby und modelbau version),1962,252,42
520-15,2 x 2 Plates - Yellow (architectural hobby und modelbau version),1962,252,42
520-16,Basic Building Set,1985,467,173
520-2,2 x 2 Plates - Blue (cardboard box version),1962,371,40
520-3,2 x 2 Plates - Green (cardboard box version),1962,371,40
520-4,2 x 2 Plates - Light Gray (cardboard box version),1963,371,40
520-5,2 x 2 Plates - Red (cardboard box version),1963,371,40
520-6,2 x 2 Plates - Trans-Clear (cardboard box version),1963,371,40
520-7,2 x 2 Plates - White (cardboard box version),1963,371,40
520-8,2 x 2 Plates - Yellow (cardboard box version),1962,371,40
520-9,2 x 2 Plates - Black (architectural hobby und modelbau version),1962,252,42
521-1,1 x 1 and 1 x 2 Plates (cardboard box version),1962,371,640
521-10,1 x 1 and 1 x 2 Plates - Blue (architectural hobby und modelbau version),1962,252,82
521-11,1 x 1 and 1 x 2 Plates - Light Gray (architectural hobby und modelbau version),1962,252,82
521-12,1 x 1 and 1 x 2 Plates - Red (architectural hobby und modelbau version),1962,252,82
521-13,1 x 1 and 1 x 2 Plates - Trans-Clear (architectural hobby und modelbau version),1962,252,82
521-14,1 x 1 and 1 x 2 Plates - White (architectural hobby und modelbau version),1962,252,82
