set_num,name,year,theme_id,num_parts
41524-1,Mesmo,2014,583,64
41525-1,Magnifo,2014,583,61
41526-1,Wizwuz,2014,583,70
41527-1,Rokit,2015,584,66
41528-1,Niksput,2015,584,62
41529-1,Nurp-Naut,2015,584,52
41530-1,Meltus,2015,584,66
41531-1,Flamzer,2015,584,60
41532-1,Burnard,2015,584,59
41533-1,Globert,2015,584,45
41534-1,Vampos,2015,584,59
41535-1,Boogly,2015,584,52
41536-1,Gox,2015,585,62
41537-1,Jinky,2015,585,59
41538-1,Kamzo,2015,585,58
41539-1,Krog,2015,585,60
41540-1,Chilbo,2015,585,65
41541-1,Snoof,2015,585,54
41542-1,Spugg,2015,585,51
41543-1,Turg,2015,585,56
41544-1,Tungster,2015,585,60
41545-1,Kramm,2015,586,68
41546-1,Forx,2015,586,65
41547-1,Wuzzo,2015,586,74
41548-1,Dribbal,2015,586,52
41549-1,Gurggle,2015,586,66
41550-1,Slusho,2015,586,53
41551-1,Snax,2015,586,51
41552-1,Berp,2015,586,68
41553-1,Vaka-Waka,2015,586,69
41554-1,Kuffs,2016,587,63
41555-1,Busto,2016,587,69
41556-1,Tiketz,2016,587,62
41557-1,Camillot,2016,587,64
41558-1,Mixadel,2016,587,63
41559-1,Paladum,2016,587,64
41560-1,Jamzy,2016,587,70
41561-1,Tapsy,2016,587,57
41562-1,Trumpsy,2016,587,54
41563-1,Splasho,2016,588,67
41564-1,Aquad,2016,588,70
41565-1,Hydro,2016,588,70
41566-1,Sharx,2016,588,55
41567-1,Skulzy,2016,588,66
41568-1,Lewt,2016,588,62
41569-1,Surgeo,2016,588,63
41570-1,Skrubz,2016,588,68
41571-1,Tuth,2016,588,67
41572-1,Gobbol,2016,589,62
41573-1,Sweepz,2016,589,61
41574-1,Compax,2016,589,66
41575-1,Cobrax,2016,589,64
41576-1,Spinza,2016,589,60
41577-1,Mysto,2016,589,64
41578-1,Screeno,2016,589,73
41579-1,Camsta,2016,589,62
41580-1,Myke,2016,589,63
41585-1,Batman,2017,610,91
41586-1,Batgirl,2017,610,99
41587-1,Robin,2017,610,101
41588-1,The Joker,2017,610,151
41589-1,Captain America,2017,610,79
41590-1,Iron Man,2017,610,96
41591-1,Black Widow,2017,610,143
41592-1,The Hulk,2017,610,93
41593-1,Captain Jack Sparrow,2017,610,109
41594-1,Captain Armando Salazar,2017,610,118
41595-1,Belle,2017,610,139
41596-1,Beast,2017,610,116
4169306a-1,Christmas Tree Ornament,2005,227,46
4169306b-1,Snowman Ornament,2005,227,36
4169306c-1,Santa Claus Ornament,2005,227,36
4181-1,Isla De Muerta,2011,263,160
4182-1,The Cannibal Escape,2011,263,279
4183-1,The Mill,2011,263,366
4184-1,Black Pearl,2011,263,808
4191-1,The Captain’s Cabin,2011,263,94
4192-1,Fountain of Youth,2011,263,127
4193-1,The London Escape,2011,263,466
4194-1,Whitecap Bay,2011,263,748
4195-1,Queen Anne’s Revenge,2011,263,1094
41999-1,"4 x 4 Crawler Exclusive Edition ""BOSS Crawler"" [Co-Creation Model]",2013,1,1583
42000-1,Grand Prix Racer,2013,12,1139
4200-1,Mining 4 x 4,2012,56,101
42001-1,Mini Off-Roader,2013,1,100
42002-1,Hovercraft,2013,1,169
42004-1,Mini Backhoe Loader,2013,7,246
42005-1,Monster Truck,2013,1,328
42006-1,Excavator,2013,1,719
42007-1,Moto Cross Bike,2013,1,253
42008-1,Service Truck,2013,1,1275
42009-1,Mobile Crane MK II,2013,7,2606
42010-1,Off-Road Racer,2013,1,159
4201-1,Loader and Tipper,2012,56,138
42011-1,Race Car,2013,1,157
42020-1,Twin Rotor Helicopter,2014,1,145
4202-1,Mining Truck,2012,52,269
42021-1,Snowmobile,2014,1,185
42022-1,Hot Rod,2014,1,413
42023-1,Construction Crew,2014,1,833
42024-1,Container Truck,2014,1,947
42025-1,Cargo Plane,2014,6,1295
42026-1,Black Champion Racer,2014,1,136
42026-2,Black Champion Racer,2014,1,137
42027-1,Desert Racer,2014,1,148
42028-1,Bulldozer,2014,7,614
42029-1,Customized Pick up Truck,2014,1,1062
42030-1,Remote-Controlled Volvo L350F Wheel Loader,2014,7,1634
4203-1,Excavator Transporter,2012,56,304
42031-1,Cherry Picker,2015,15,155
42032-1,Compact Tracked Loader,2015,7,251
42033-1,Record Breaker,2015,12,124
42034-1,Quad Bike,2015,11,148
42035-1,Mining Truck,2015,7,361
42036-1,Street Motorcycle,2015,13,374
42037-1,Formula Off-Roader,2015,11,493
42038-1,Arctic Truck,2015,11,912
42039-1,24 Hours Race Car,2015,12,1218
42040-1,Fire Plane,2015,9,577
4204-1,The Mine,2012,56,751
42041-1,Race Truck,2015,12,608
42042-1,Crawler Crane,2015,1,1399
42043-1,Mercedes Benz Arocs 3245,2015,1,2792
42044-1,Display Team Jet,2016,1,113
42045-1,Hydroplane Racer,2016,1,179
42046-1,Getaway Racer,2016,1,170
42047-1,Police Interceptor,2016,1,185
42048-1,Race Kart,2016,1,344
42049-1,Mine Loader,2016,1,475
42050-1,Drag Racer,2016,1,646
4205-1,Off Road Command Center,2012,61,388
42052-1,Heavy Lift Helicopter,2016,1,1041
42053-1,Volvo EW 160E,2016,1,1166
42054-1,Claas Xerion 5000 Trac VC,2016,1,1975
42055-1,Bucket Wheel Excavator,2016,7,3928
42056-1,Porsche 911 GT3 RS,2016,1,2704
42057-1,Ultralight Helicopter,2017,1,199
42058-1,Stunt Bike,2017,1,140
42059-1,Stunt Truck,2017,1,141
42060-1,Roadwork Crew,2017,1,364
4206-1,9V Train Switching Track Collection,2006,244,28
42061-1,Telehandler,2017,1,259
4206-2,Recycling Truck,2012,63,296
42062-1,Container Yard,2017,1,630
42063-1,BMW R 1200 GS Adventure,2017,1,593
42063-40,Technic 40 year anniversary model (42057 + 42061 + 42063),2017,1,568
42064-1,Ocean Explorer,2017,1,1326
42065-1,RC Tracked Racer,2017,1,369
42066-1,Air Race Jet,2017,1,1150
4207-1,City Garage,2012,63,932
4208-1,4 × 4 Fire Truck,2012,58,242
4209-1,Fire Plane,2012,58,507
4210-1,Coast Guard Platform,2008,55,450
4277206-1,Letters and Keyring,2005,500,72
4277678-1,LEGO Games Knights Kingdom Chess,2005,502,184
4285968-1,Transformation Kit Dirt Crusher (Red),2005,119,47
4285969-1,Transformation Kit Dirt Crusher (Blue),2005,119,47
4285970-1,Transformation Kit Dirt Crusher (Green),2005,119,47
4286013-1,Big Wheels Pack Dirt Crusher (Red),2005,119,10
4286024-1,Big Wheels Pack Dirt Crusher (Blue),2005,119,10
4286025-1,Big Wheels Pack Dirt Crusher (Green),2005,119,10
4286784-1,Dirt Crusher Gearbox with Light,2005,119,6
4287082-1,Antenna Pack for Dirt Crusher,2005,119,10
4287744-1,City Value Pack - 7241 7246 - shrinkwrapped Target Country in Australia,2005,52,0
4337-1,Dragon Pod,2005,478,52
4338-1,Monster Pod,2005,478,49
4339-1,Aqua Pod,2005,478,56
44000-1,Furno XL,2013,401,103
44001-1,Pyrox,2013,403,50
44002-1,Rocka,2013,401,43
44003-1,Scarox,2013,403,46
44004-1,Bulk,2013,401,50
44005-1,Bruizer,2013,403,62
44006-1,Breez,2013,401,49
44007-1,Ogrum,2013,403,59
44008-1,Surge,2013,401,66
44009-1,Dragon Bolt,2013,403,151
44010-1,Stormer,2013,401,69
44011-1,Frost Beast,2013,403,60
44012-1,Evo,2013,401,51
44013-1,Aquagon,2013,403,43
44014-1,Jet Rocka,2013,401,289
44015-1,EVO Walker,2014,400,50
44016-1,JAW Beast vs. STORMER,2014,400,49
44017-1,STORMER Freeze Machine,2014,400,87
44018-1,FURNO Jet Machine,2014,400,78
44019-1,ROCKA Stealth Machine,2014,400,88
44020-1,FLYER Beast vs. BREEZ,2014,400,91
44021-1,SPLITTER Beast vs. FURNO & EVO,2014,400,108
44022-1,EVO XL Machine,2014,400,192
44023-1,ROCKA Crawler,2014,401,49
44024-1,TUNNELER Beast vs. SURGE,2014,400,59
44025-1,BULK Drill Machine,2014,401,111
44026-1,CRYSTAL Beast vs. BULK,2014,400,83
44027-1,BREEZ Flea Machine,2014,401,101
44028-1,SURGE & ROCKA Combat Machine,2014,401,187
44029-1,"QUEEN Beast vs. FURNO, EVO & STORMER",2014,400,216
4413-1,Arachno Pod,2005,478,57
4415-1,Auto Pod,2006,479,56
4416-1,Robo Pod,2006,479,64
4417-1,Aero Pod,2006,479,60
4418-1,Dino Pod,2006,479,55
4421-1,Box of Bricks,2005,48,1000
4423-1,LEGO Creator Handy Box,2005,48,800
4427-1,Fire ATV,2012,58,50
4428-1,"Advent Calendar 2012, City",2012,208,24
4428-10,"Advent Calendar 2012, City (Day  9) Mechanic with Wrench",2012,217,5
4428-11,"Advent Calendar 2012, City (Day 10) Wheel Dolly with Wheels",2012,217,10
4428-12,"Advent Calendar 2012, City (Day 11) Firefighter's ATV without Wheels",2012,217,13
4428-13,"Advent Calendar 2012, City (Day 12) Female Firefighter",2012,217,5
4428-14,"Advent Calendar 2012, City (Day 13) Desk with Computer and Chair",2012,217,8
4428-15,"Advent Calendar 2012, City (Day 14) Box with Burning Logs",2012,217,5
4428-16,"Advent Calendar 2012, City (Day 15) Wall with Safety Equipment",2012,217,16
4428-17,"Advent Calendar 2012, City (Day 16) Girl with Snowball",2012,217,5
4428-18,"Advent Calendar 2012, City (Day 17) Catapult",2012,217,15
4428-19,"Advent Calendar 2012, City (Day 18) Dog and Hydrant",2012,217,6
4428-2,"Advent Calendar 2012, City (Day  1) Fireman with Loudhailer",2012,217,5
4428-20,"Advent Calendar 2012, City (Day 19) Firefighter with Cup",2012,217,5
4428-21,"Advent Calendar 2012, City (Day 20) Wheelbarrow with Spade and Snow",2012,217,7
4428-22,"Advent Calendar 2012, City (Day 21) Warning Lights and Sign",2012,217,9
4428-23,"Advent Calendar 2012, City (Day 22) Santa's Sled",2012,217,8
4428-24,"Advent Calendar 2012, City (Day 23) Wrapped Gifts",2012,217,16
4428-25,"Advent Calendar 2012, City (Day 24) Santa on Snowmobile",2012,217,13
4428-3,"Advent Calendar 2012, City (Day 2) Chainsaw with Logs",2012,217,8
4428-4,"Advent Calendar 2012, City (Day 3) Christmas Tree",2012,217,16
4428-5,"Advent Calendar 2012, City (Day 4) Stairs and Star for Tree",2012,217,8
4428-6,"Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment",2012,217,17
4428-7,"Advent Calendar 2012, City (Day  6) Boy with Snowball",2012,217,5
4428-8,"Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",2012,217,17
4428-9,"Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",2012,217,24
4429-1,Helicopter Rescue,2012,60,425
4430-1,Mobile Fire Command Center,2012,58,520
4431-1,Ambulance,2012,60,198
4432-1,Garbage Truck,2012,63,207
4433-1,Dirt Bike Transporter,2012,64,205
4434-1,Tipper Truck,2012,56,221
4435-1,Car and Caravan,2012,63,217
4436-1,Patrol Car,2012,61,96
4437-1,Police Pursuit,2012,61,129
4438-1,Robbers' Hideout,2012,61,316
4439-1,Heavy-Duty Helicopter,2012,61,392
4440-1,Forest Police Station,2012,61,632
4441-1,Police Dog Van,2012,61,312
4442-1,Glider,2012,53,101
4473-1,Police Helicopter,2013,61,106
4495173-1,LEGO Creative Building Set,2006,37,705
4496-2,50th Anniversary Tub,2005,37,1000
4496-3,Fun with Building Tub - Reissue,2006,37,798
4499536-1,Offre Speciale 4 Boites (7236 7238 7235 7241),2007,52,0
45000-1,Creative Builder,2013,507,120
45001-1,Playground,2013,507,104
45002-1,Tech Machines Set,2013,507,92
45003-1,LEGO Soft Bricks Set,2013,526,84
45007-1,Large Farm,2014,504,152
45011-1,Duplo World People,2015,504,16
45020-1,Creative Lego Brick Set,2016,507,998
45100-1,Story Starter Core Set,2013,507,1145
45103-1,StoryStarter Expansion Pack: Community,2015,507,200
45110-1,BuildToExpress Set,2013,507,204
45120-1,LearnToLearn Core set,2014,528,2016
4521221-1,Gold chrome plated C-3PO,2007,501,3
4524081-1,Mindstorms NXT CD,2007,258,0
4526-1,Batman,2012,492,40
4527-1,The Joker,2012,492,57
4528-1,Green Lantern,2012,492,38
4529-1,Iron Man,2012,492,44
45300-1,WeDo Core Set,2016,521,279
4530-1,The Hulk,2012,492,39
45301-1,WeDo 2.0 Smart Hub,2016,521,1
45302-1,WeDo 2.0 Smarthub Rechargeable Battery,2016,521,1
45303-1,WeDo 2.0 Medium Motor,2016,521,1
45304-1,WeDo 2.0 Motion Sensor,2016,521,1
45305-1,WeDo 2.0 Tilt Sensor,2016,521,1
4540315-1,LEGO Creative Bucket (TRU Exclusive),2009,37,480
4547551-1,Darth Vader 10 Year Anniversary Promotional Minifigure,2009,158,7
4548431-1,Brick Tub 'Die Lego Show' - Limited Edition,2008,37,701
45500-1,EV3 Intelligent Brick,2013,262,1
45501-1,EV3 Rechargeable DC Battery,2013,262,1
45502-1,EV3 Large Servo Motor,2013,262,1
45503-1,EV3 Medium Servo Motor,2013,262,1
45504-1,EV3 Ultrasonic Sensor,2013,262,1
45505-1,EV3 Gyro Sensor,2013,262,1
45506-1,EV3 Color Sensor,2013,262,1
45507-1,EV3 Touch Sensor,2013,262,1
45508-1,EV3 Infrared Beacon,2013,262,1
45509-1,EV3 Infrared Sensor,2013,262,1
45514-1,EV3 Cable Pack,2013,262,7
45517-1,Transformer 10V DC,2016,518,1
45544-1,EV3 Core Set,2013,262,546
45560-1,EV3 Expansion Set,2013,262,853
45570-1,Space Challenge Set,2014,518,1368
4559288-1,Power Miners Promotional Polybag,2009,439,4
4559385-1,{Power Miners Promotional Polybag},2009,439,4
4559387-1,{Power Miners Promotional Polybag},2009,439,4
45800-1,FIRST LEGO League Challenge 2014 - World Class,2014,398,2098
45801-1,Trash Trek  (FLL),2015,398,1992
45802-1,Animal Allies,2016,398,2165
4586940-1,Basic Set Limited Edition,2010,37,480
4591715-1,Golden Die [TRU Exclusive],2009,502,7
4591726-1,Stormtrooper,2009,169,1
4595400-1,Rocket Kit,2010,124,26
4597068-1,Boba Fett,2010,170,1
4597-1,Captain America,2012,492,44
4599605-1,Easter Chicks,2010,229,15
4613985-1,Build a Bullseye Target Gift Card Promotional,2010,227,32
4623-1,DUPLO Pink Brick Box,2012,504,30
4624-1,DUPLO Brick Box,2012,504,31
4625-1,LEGO Pink Brick Box,2012,23,219
4626-1,Farm Brick Box,2012,37,231
4627-1,Fun With Bricks,2012,504,85
4628-1,Fun with Bricks,2012,22,600
4629-1,Build and Play Box,2012,504,149
4630-1,Build and Play Box,2012,37,1000
4631-1,My First Build,2012,504,61
4632-1,Building Plates,2012,504,3
4635-1,Fun with Vehicles,2012,22,525
4636-1,Police Building Set,2012,22,130
4636204-1,Ninjago Promotional Giveaway,2011,435,11
4637-1,Safari Building Set,2012,22,152
4641-1,Speed Boat,2011,59,34
4642-1,Fishing Boat,2011,59,63
4643-1,Power Boat Transporter,2011,59,245
4644-1,Marina,2011,59,272
4645-1,Harbor,2011,59,550
4648933-1,Hero Factory Accessories,2011,400,6
4648939-1,Golden Die with 1-6 dot tiles,2011,502,8
4649858-1,Shadow ARF Trooper Promotional Polybag,2011,165,5
4659018-1,Master Builder Academy: Kits 2-6 Subscription,2011,432,5
4659-1,Duplo Garbage Truck,2005,504,13
4659597-1,Friends - Bracelets,2012,501,4
4659602-1,Display Stand,2012,494,17
4659607-1,Hero Factory Booster Pack,2012,400,6
4659612-1,Spinner Ring,2012,435,1
4659758-1,Build a Bullseye 3 in 1 Target Gift Card Promotional,2011,227,50
4660865-1,Target Lego Gift Card 2011 3 in 1 Set,2011,227,51
4662-1,Duplo Post Office,2005,504,17
4665-1,Big Farm,2005,504,69
4679-2,Bricks and Creations Tub - (TRU Exclusive),2005,37,2
4679a-2,Bricks and Creations Tub - (TRU Exclusive) (Bottom Tub and its contents only),2005,37,1000
4679b-2,Free 500 LEGO Bricks (Bonus box and its contents only),2005,48,500
471518-1,Happy The Cute Dolphin,2015,494,17
471602-1,Pony Grooming Kit,2016,494,28
4736-1,Freeing Dobby,2010,246,73
4737-1,Quidditch Match,2010,246,153
4738-1,Hagrid's Hut (3rd edition),2010,246,442
4762-1,Rescue from the Merpeople,2005,248,177
4766-1,Graveyard Duel,2005,248,551
4767-1,Harry and the Hungarian Horntail,2005,248,265
4768-1,The Durmstrang Ship,2005,248,552
4768-2,The Durmstrang Ship with Bonus Mini - Figures (Target exclusive),2005,248,544
4778-1,Desert Biplane,2005,106,108
4780-1,Box of Bricks,2005,48,500
4781-1,Box of Bricks,2005,48,300
4782-1,Box of Bricks,2005,48,200
4782-2,Creator 200 Piece Box of Bricks - Individual Retail Version,2005,48,200
4820-1,Princess' Palace,2005,504,71
4828-1,LEGO Princess Royal Stables,2007,504,45
4837-1,Mini Trains,2008,22,73
4838-1,Mini Vehicles,2008,22,79
4840-1,The Burrow,2010,246,572
4841-1,Hogwarts Express (3rd edition),2010,246,646
4842-1,Hogwarts Castle [Fourth Edition],2010,246,1290
4865-1,The Forbidden Forest,2011,246,64
4866-1,The Knight Bus,2011,246,281
4867-1,Hogwarts,2011,246,465
4868-1,Rahaga Gaaki,2005,342,28
4869-1,Rahaga Pouks,2005,342,28
4870-1,Rahaga Kualus,2005,342,28
4875-1,Groovy Friends Gems,2005,500,13
4876-1,Fun Friends Hair Bands,2005,500,22
4877-1,Rahaga Norik,2005,342,28
4878-1,Rahaga Bomonga,2005,342,28
4879-1,Rahaga Iruini,2005,342,28
4881-1,Robo Platoon,2005,204,219
4883-1,Gear Grinders,2005,204,279
4884-1,Wild Hunters,2005,204,630
4888-1,Ocean Odyssey,2005,204,623
4891-1,Highway Haulers,2006,38,210
4892-1,Prehistoric Power,2006,40,380
4893-1,Revvin' Riders,2006,41,362
4894-1,Mythical Creatures,2006,40,588
4895-1,Motion Power,2006,42,613
4896-1,Roaring Roadsters,2006,38,931
4897-1,Police Trike,2008,61,24
4898-1,Coast Guard Boat,2008,55,35
4899-1,Farmer & Tractor,2009,57,28
4900-1,Fire Helicopter,2008,58,30
4903-1,Lion,2005,204,42
4904-1,Elephant (Life cereal promotion),2005,204,34
4905-1,Giraffe,2005,204,37
4906-1,Helicopter,2005,24,16
4911-1,Designer Set,2005,22,37
4912-1,Police Jet Ski,2005,61,22
4914-1,Fire Chief's Car,2005,58,31
4915-1,Mini Construction,2007,26,68
4915-1-b1,Loader Trailer,2007,26,0
4915-1-b2,Fork Lift,2007,26,0
4916-1,Mini Animals,2007,31,77
4917-1,Mini Robots,2007,32,77
4918-1,Mini Flyers,2007,24,76
4919-1,Blue Tub,2005,37,1500
4933-1,Street Sweeper,2007,63,14
4936-1,Medic and Patient,2007,60,18
4937-1,Life Guard - Quick Magic Box Promotional,2007,55,38
4938-1,Fireman's Car,2007,58,28
4939-1,Cool Cars,2007,38,206
4941-1,Plastic Figure - RASCUS (Nestle Promotional),2005,198,3
4942-1,Plastic Figure - Dark Knight (Nestle Promotional),2005,198,3
4943-1,Plastic Figure - Lord VLADEK (Nestle Promotional),2005,198,3
4944-1,Plastic Figure - Sir JAYKO (Nestle Promotional),2005,198,3
4945-1,Plastic Figure - Sir SANTIS (Nestle Promotional),2005,198,3
4946-1,Plastic Figure - Sir DANJU (Nestle Promotional),2005,198,3
4947-1,Yellow and Black Racer,2006,120,28
4948-1,Black and Red Racer,2006,120,22
4949-1,Blue and Yellow Racer,2006,120,24
4953-1,Fast Flyers,2007,42,305
4954-1,Model Town House,2007,43,1174
4955-1,Big Rig,2007,39,550
4956-1,House,2007,43,731
4957-1,Ferris Wheel,2007,44,1066
4958-1,Monster Dino,2007,40,792
4962-1,Baby Zoo,2006,504,21
4963-1,Police Patrol,2006,504,5
4966-1,Doll's House,2006,504,90
4981-1,The Chum Bucket,2007,272,336
4982-1,Mrs. Puff's Boating School,2007,272,394
4986-1,Duplo Digger,2007,504,19
4987-1,Gravel Pit,2007,504,40
4991-1,Police Helicopter,2007,61,26
4992-1,Fire Boat,2007,58,23
4993-1,Cool Convertible,2008,39,648
4994-1,Fierce Creatures,2008,40,193
4995-1,Cargo Copter,2008,45,272
4996-1,Beach House,2008,43,522
4997-1,Transport Ferry,2008,46,1279
4998-1,Stegosaurus,2008,40,730
4999-1,Vestas Windmill,2008,50,809
5000021-1,Pirates of the Caribbean Classic Collection,2011,263,2
5000022-1,Hulk,2012,487,4
5000023-1,"LEGO Store Grand Re-Opening Exclusive Set (Colorado Mills, Denver, CO)",2012,408,12
5000027-1,Pirates of the Caribbean 4 Collection,2011,263,2
5000030-1,Booster Pack Kendo Jay,2012,435,31
5000062-1,Darth Maul,2012,178,3
5000063-1,TC-14,2012,178,3
5000067-1,Star Wars Sith Kit,2011,158,2
5000068-1,Harry Potter Classic Kit,2011,246,3
5000143-1,Star Wars with Boba Fett Minifigure Watch,2011,501,0
5000196304-1,The Hobbit - The Battle of the Five Armies (Blu-ray with Minifigures),2015,565,7
5000202-1,Elrond,2012,566,6
5000214-1,Star Wars Character Encyclopedia,2011,497,4
5000215-1,Harry Potter: Building the Magical World,2011,497,4
5000245-1,Stephanie,2012,494,5
5000249-1,LEGO® Star Wars™ Boba Fett™ Minifigure Clock,2012,501,0
5000281-1,Chase McCain,2012,61,4
50003-1,Batman,2013,502,252
50004-1,Story Mixer,2013,502,425
5000437-1,Vintage Minifigure Collection Vol. 1 - 2012 Edition,2012,535,21
5000438-1,Vintage Minifigure Collection Vol. 2 - 2012 Edition,2012,535,22
5000439-1,Vintage Minifigure Collection Vol. 3 - 2012 Edition,2012,535,19
5000440-1,Vintage Minifigure Collection Vol. 4 - 2012 Edition,2012,535,25
5000463-1,8 stud Red Storage Brick,2014,501,0
50006-1,Legends Of Chima,2013,502,211
5000642-1,Star Wars poster,2012,501,0
5000644-1,Monster Fighters Promotional Pack,2012,558,11
5000646-1,City poster,2012,501,0
5000672-1,The LEGO® Ideas Book,2011,497,0
5000728-1,DC Universe Super Heroes Collection,2012,492,3
5001096-1,Batman™ 2: DC Super Heroes - Xbox 360,2012,501,0
50011-1,The Battle for Helms Deep,2013,502,338
5001121-1,BR LEGO Minifigure,2013,301,5
5001130-1,The Battle of Helm's Deep Collection,2012,568,2
5001132-1,The Lord of the Rings Collection,2012,566,7
5001133-1,Monster Fighters Collection,2012,558,7
5001134-1,Mining Collection,2012,56,5
5001136-1,Buildable Galaxy Collection,2012,176,3
5001137-1,Battle Pack Collection,2012,158,2
5001159-1,Darth Vader Light Key Chain,2012,503,0
5001160-1,Stormtrooper Light Key Chain,2012,503,0
5001252-1,2013 Calendar,2012,501,0
5001266-1,8 stud Blue Storage Brick,2014,501,0
5001267-1,8 stud Yellow Storage Brick,2014,501,0
5001270-1,MBA Kits 2 - 3,2012,432,2
5001273-1,MBA Kits 4 - 6,2012,432,3
5001307-1,Buildable Galaxy Collection II,2012,177,3
5001308-1,The Old Republic Collection,2012,158,2
5001309-1,Return of the Jedi Collection,2012,158,2
5001357-1,Ninjago Kendo Cole Kids' Watch,2012,501,0
5001370-1,LEGO® Time-Teacher Minifigure Watch & Clock,2012,501,0
5001371-1,LEGO® Time-Teacher Girl Minifigure Watch & Clock,2012,501,0
5001377-1,Lunch Box,2012,501,0
5001380-1,Mini box pink,2012,501,0
5001382-1,Mini box red,2012,501,0
5001383-1,4-stud Blue Storage Brick,2012,501,0
5001384-1,4-stud Green Storage Brick,2012,501,0
5001385-1,4-stud Red Storage Brick,2012,501,0
5001386-1,8-stud Blue Storage Brick,2012,501,0
5001387-1,8-stud Green Storage Brick,2012,501,0
5001388-1,Red Storage Brick,2012,501,0
5001621-1,Han Solo (Hoth),2013,158,2
5001622-1,LEGO Store Employee,2013,408,5
5001623-1,Jor-El,2013,489,5
5001709-1,Clone Trooper Lieutenant,2013,165,4
5001925-1,Horizon Express Kit,2013,240,7
5002041-1,The LEGO Movie Accessory Pack,2014,578,50
5002045-1,Pyjamas Emmet,2014,578,4
5002112-1,Bracelets,2014,494,18
5002113-1,Beach Hammock,2014,494,23
5002122-1,TC-4,2014,178,3
5002123-1,Darth Revan,2014,158,7
5002125-1,Electro,2015,488,5
5002126-1,Martian Manhunter,2014,486,4
5002127-1,Flashback Shredder,2014,570,6
5002136-1,Arctic Accessory Set,2014,65,25
5002145-1,Rocket Raccoon,2014,483,12
5002146-1,Minifigure Collection 2013 Vol 1 of 3,2013,535,6
5002201-1,Friends Brick Light (Pink),2013,501,0
5002203-1,Radio DJ Robot,2014,578,4
5002204-1,Western Emmet,2014,578,6
5002207-1,LEGO® Classic Minifigure Link Watch,2013,501,0
5002210-1,C-3PO and R2-D2 Minifigure Watch,2013,501,0
5002212-1,LEGO® Star Wars™ Chewbacca™ Minifigure Watch,2013,501,0
5002422-1,The Joker Minifigure Clock,2013,501,0
5002423-1,LEGO® DC Universe Super Heroes Batman™ Minifigure Clock,2013,501,0
5002424-1,LEGO® DC Universe Super Heroes Superman™ Minifigure Clock,2013,501,0
5002467-1,Friends 2x4 Key Light,2013,503,0
5002506-1,LEGO® Minifigures: Character Encyclopedia,2013,497,0
5002518-1,LEGO® Belkin Brand iPhone 5 Case Pink/Violet,2013,501,0
5002773-1,Lego Brickmaster - The Quest for CHI,2013,497,187
5002780-1,LEGO® Play Book,2013,497,0
5002792-1,LEGO® Marvel Super Heroes PC DVD Video Game,2013,502,0
5002793-1,LEGO® Marvel Super Heroes PS VITA Video Game,2013,502,0
5002812-1,D2C Minifigure Retro Set 2014,2014,126,18
5002813-1,Train Ornament,2014,228,25
5002887-1,The LEGO® Book,2009,497,0
5002888-1,The LEGO® Minifigure: Year by Year,2013,497,0
5002914-1,THE LEGO® MOVIE™ Emmet Key Light,2014,503,0
5002915-1,Batman Key Light,2014,503,0
5002916-1,THE LEGO® MOVIE™ Unikitty Key Light,2014,503,0
5002919-1, Scenery and Dagger Trap polybag,2015,435,25
5002928-1,Party Polybag,2015,494,11
5002929-1,Friends Interior Design Kit,2015,494,28
5002930-1,Hair Accessories,2015,494,6
5002931-1,Disco Dance Floor,2015,494,26
5002938-1,Stormtrooper Sergeant,2015,158,6
5002939-1,The Phantom,2015,182,23
5002941-1,Bionicle Hero Pack,2015,324,6
5002942-1,Bionicle Villain Pack,2015,324,10
5002943-1,Winter Soldier,2015,487,1
5002946-1,Silver Centurion,2016,487,0
5002947-1,Admiral Yularen,2015,158,4
5003022-1,THE LEGO® MOVIE™ Bad Cop Minifigure Alarm Clock,2014,501,0
5003023-1,THE LEGO® MOVIE™ Bad Cop Minifigure Link Watch,2014,501,0
5003024-1,THE LEGO® MOVIE™ Lucy/Wyldstyle Minifigure Link Watch,2014,501,0
5003025-1,THE LEGO® MOVIE™ Emmet Minifigure Link Watch,2014,501,0
5003026-1,THE LEGO® MOVIE™ Lucy/Wyldstyle Minifigure Alarm Clock,2014,501,0
5003027-1,THE LEGO® MOVIE™ Emmet Minifigure Alarm Clock,2014,501,0
5003082-1,Pirates Adventure,2015,154,28
5003083-1,Christmas Tree Ornament,2015,598,31
5003084-1,The Hulk,2015,487,14
5003096-1,LEGO® City Fire Collection: 60004 and 850618,2014,58,2
5003246-1,EV3 Track Rubber Elements,2015,507,30
5003545-1,THE LEGO® MOVIE™ PS4 Video Game,2014,502,0
5003559-1,THE LEGO® MOVIE™ Xbox One Video Game,2014,502,0
5003561-1,Legends of Chima Lunch Set,2014,501,0
5003562-1,Legends of Chima Sorting System,2014,501,0
5003563-1,Friends Lunch Set,2014,501,0
5003564-1,Friends Sorting System,2014,501,0
5003565-1, 1 stud Blue Storage Brick,2014,501,0
5003566-1,1 stud Red Storage Brick,2014,501,0
5003568-1,2 stud Blue Storage Brick,2014,501,0
5003569-1,2 stud Red Storage Brick,2014,501,0
5003570-1,2 stud Yellow Storage Brick,2014,501,0
5003574-1,4 stud Blue Storage Brick,2014,501,0
